行政区域コード,都道府県名（漢字）,市区町村名（漢字）,都道府県名（ｶﾅ）,市区町村名（ｶﾅ）,コードの改定区分,改正年月日,改正後のコード,改正後の名称,改正後の名称(ｶﾅ),改正事由等
1000,北海道,,ﾎｯｶｲﾄﾞｳ,,,,1000,,,
1100,北海道,札幌市,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼ,,,1100,,,
1101,北海道,札幌市中央区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ,,,1101,,,
1102,北海道,札幌市北区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼｷﾀｸ,,,1102,,,
1103,北海道,札幌市東区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼﾋｶﾞｼｸ,,,1103,,,
1104,北海道,札幌市白石区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼｼﾛｲｼｸ,,,1104,,,
1105,北海道,札幌市豊平区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼﾄﾖﾋﾗｸ,,,1105,,,
1106,北海道,札幌市南区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼﾐﾅﾐｸ,,,1106,,,
1107,北海道,札幌市西区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼﾆｼｸ,,,1107,,,
1108,北海道,札幌市厚別区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼｱﾂﾍﾞﾂｸ,,,1108,,,
1109,北海道,札幌市手稲区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼﾃｲﾈｸ,,,1109,,,
1110,北海道,札幌市清田区,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼｷﾖﾀｸ,,,1110,,,
1202,北海道,函館市,ﾎｯｶｲﾄﾞｳ,ﾊｺﾀﾞﾃｼ,,,1202,,,
1203,北海道,小樽市,ﾎｯｶｲﾄﾞｳ,ｵﾀﾙｼ,,,1203,,,
1204,北海道,旭川市,ﾎｯｶｲﾄﾞｳ,ｱｻﾋｶﾜｼ,,,1204,,,
1205,北海道,室蘭市,ﾎｯｶｲﾄﾞｳ,ﾑﾛﾗﾝｼ,,,1205,,,
1206,北海道,釧路市,ﾎｯｶｲﾄﾞｳ,ｸｼﾛｼ,,,1206,,,
1207,北海道,帯広市,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,,,1207,,,
1208,北海道,北見市,ﾎｯｶｲﾄﾞｳ,ｷﾀﾐｼ,,,1208,,,
1209,北海道,夕張市,ﾎｯｶｲﾄﾞｳ,ﾕｳﾊﾞﾘｼ,,,1209,,,
1210,北海道,岩見沢市,ﾎｯｶｲﾄﾞｳ,ｲﾜﾐｻﾞﾜｼ,,,1210,,,
1211,北海道,網走市,ﾎｯｶｲﾄﾞｳ,ｱﾊﾞｼﾘｼ,,,1211,,,
1212,北海道,留萌市,ﾎｯｶｲﾄﾞｳ,ﾙﾓｲｼ,,,1212,,,
1213,北海道,苫小牧市,ﾎｯｶｲﾄﾞｳ,ﾄﾏｺﾏｲｼ,,,1213,,,
1214,北海道,稚内市,ﾎｯｶｲﾄﾞｳ,ﾜｯｶﾅｲｼ,,,1214,,,
1215,北海道,美唄市,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾊﾞｲｼ,,,1215,,,
1216,北海道,芦別市,ﾎｯｶｲﾄﾞｳ,ｱｼﾍﾞﾂｼ,,,1216,,,
1217,北海道,江別市,ﾎｯｶｲﾄﾞｳ,ｴﾍﾞﾂｼ,,,1217,,,
1218,北海道,赤平市,ﾎｯｶｲﾄﾞｳ,ｱｶﾋﾞﾗｼ,,,1218,,,
1219,北海道,紋別市,ﾎｯｶｲﾄﾞｳ,ﾓﾝﾍﾞﾂｼ,,,1219,,,
1220,北海道,士別市,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾂｼ,,,1220,,,
1221,北海道,名寄市,ﾎｯｶｲﾄﾞｳ,ﾅﾖﾛｼ,,,1221,,,
1222,北海道,三笠市,ﾎｯｶｲﾄﾞｳ,ﾐｶｻｼ,,,1222,,,
1223,北海道,根室市,ﾎｯｶｲﾄﾞｳ,ﾈﾑﾛｼ,,,1223,,,
1224,北海道,千歳市,ﾎｯｶｲﾄﾞｳ,ﾁﾄｾｼ,,,1224,,,
1225,北海道,滝川市,ﾎｯｶｲﾄﾞｳ,ﾀｷｶﾜｼ,,,1225,,,
1226,北海道,砂川市,ﾎｯｶｲﾄﾞｳ,ｽﾅｶﾞﾜｼ,,,1226,,,
1227,北海道,歌志内市,ﾎｯｶｲﾄﾞｳ,ｳﾀｼﾅｲｼ,,,1227,,,
1228,北海道,深川市,ﾎｯｶｲﾄﾞｳ,ﾌｶｶﾞﾜｼ,,,1228,,,
1229,北海道,富良野市,ﾎｯｶｲﾄﾞｳ,ﾌﾗﾉｼ,,,1229,,,
1230,北海道,登別市,ﾎｯｶｲﾄﾞｳ,ﾉﾎﾞﾘﾍﾞﾂｼ,,,1230,,,
1231,北海道,恵庭市,ﾎｯｶｲﾄﾞｳ,ｴﾆﾜｼ,,,1231,,,
1233,北海道,伊達市,ﾎｯｶｲﾄﾞｳ,ﾀﾞﾃｼ,,,1233,,,
1234,北海道,北広島市,ﾎｯｶｲﾄﾞｳ,ｷﾀﾋﾛｼﾏｼ,,,1234,,,
1235,北海道,石狩市,ﾎｯｶｲﾄﾞｳ,ｲｼｶﾘｼ,,,1235,,,
1236,北海道,北斗市,ﾎｯｶｲﾄﾞｳ,ﾎｸﾄｼ,,,1236,,,
1303,北海道,当別町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾍﾞﾂﾁｮｳ,,,1303,,,
1304,北海道,新篠津村,ﾎｯｶｲﾄﾞｳ,ｼﾝｼﾉﾂﾑﾗ,,,1304,,,
1305,北海道,厚田村,ﾎｯｶｲﾄﾞｳ,ｱﾂﾀﾑﾗ,欠番,H17.10.1,1235,石狩市,ｲｼｶﾘｼ,合併後は石狩市
1306,北海道,浜益村,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾏｽﾑﾗ,欠番,H17.10.1,1235,石狩市,ｲｼｶﾘｼ,合併後は石狩市
1331,北海道,松前町,ﾎｯｶｲﾄﾞｳ,ﾏﾂﾏｴﾁｮｳ,,,1331,,,
1332,北海道,福島町,ﾎｯｶｲﾄﾞｳ,ﾌｸｼﾏﾁｮｳ,,,1332,,,
1333,北海道,知内町,ﾎｯｶｲﾄﾞｳ,ｼﾘｳﾁﾁｮｳ,,,1333,,,
1334,北海道,木古内町,ﾎｯｶｲﾄﾞｳ,ｷｺﾅｲﾁｮｳ,,,1334,,,
1335,北海道,上磯町,ﾎｯｶｲﾄﾞｳ,ｶﾐｲｿﾁｮｳ,欠番,H18.2.1,1236,北斗市,ﾎｸﾄｼ,合併後は北斗市
1336,北海道,大野町,ﾎｯｶｲﾄﾞｳ,ｵｵﾉﾁｮｳ,欠番,H18.2.1,1236,北斗市,ﾎｸﾄｼ,合併後は北斗市
1337,北海道,七飯町,ﾎｯｶｲﾄﾞｳ,ﾅﾅｴﾁｮｳ,,,1337,,,
1343,北海道,鹿部町,ﾎｯｶｲﾄﾞｳ,ｼｶﾍﾞﾁｮｳ,,,1343,,,
1344,北海道,砂原町,ﾎｯｶｲﾄﾞｳ,ｻﾜﾗﾁｮｳ,欠番,H17.4.1,1345,森町,ﾓﾘﾏﾁ,合併後は森町
1345,北海道,森町,ﾎｯｶｲﾄﾞｳ,ﾓﾘﾏﾁ,,,1345,,,
1346,北海道,八雲町,ﾎｯｶｲﾄﾞｳ,ﾔｸﾓﾁｮｳ,,,1346,,,
1347,北海道,長万部町,ﾎｯｶｲﾄﾞｳ,ｵｼｬﾏﾝﾍﾞﾁｮｳ,,,1347,,,
1361,北海道,江差町,ﾎｯｶｲﾄﾞｳ,ｴｻｼﾁｮｳ,,,1361,,,
1362,北海道,上ノ国町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾉｸﾆﾁｮｳ,,,1362,,,
1363,北海道,厚沢部町,ﾎｯｶｲﾄﾞｳ,ｱｯｻﾌﾞﾁｮｳ,,,1363,,,
1364,北海道,乙部町,ﾎｯｶｲﾄﾞｳ,ｵﾄﾍﾞﾁｮｳ,,,1364,,,
1365,北海道,熊石町,ﾎｯｶｲﾄﾞｳ,ｸﾏｲｼﾁｮｳ,欠番,H17.10.1,1346,八雲町,ﾔｸﾓﾁｮｳ,合併後は八雲町
1366,北海道,大成町,ﾎｯｶｲﾄﾞｳ,ﾀｲｾｲﾁｮｳ,欠番,H17.9.1,1371,せたな町,ｾﾀﾅﾁｮｳ,合併後はせたな町
1367,北海道,奥尻町,ﾎｯｶｲﾄﾞｳ,ｵｸｼﾘﾁｮｳ,,,1367,,,
1368,北海道,瀬棚町,ﾎｯｶｲﾄﾞｳ,ｾﾀﾅﾁｮｳ,欠番,H17.9.1,1371,せたな町,ｾﾀﾅﾁｮｳ,合併後はせたな町
1369,北海道,北檜山町,ﾎｯｶｲﾄﾞｳ,ｷﾀﾋﾔﾏﾁｮｳ,欠番,H17.9.1,1371,せたな町,ｾﾀﾅﾁｮｳ,合併後はせたな町
1370,北海道,今金町,ﾎｯｶｲﾄﾞｳ,ｲﾏｶﾈﾁｮｳ,,,1370,,,
1371,北海道,せたな町,ﾎｯｶｲﾄﾞｳ,ｾﾀﾅﾁｮｳ,,,1371,,,
1391,北海道,島牧村,ﾎｯｶｲﾄﾞｳ,ｼﾏﾏｷﾑﾗ,,,1391,,,
1392,北海道,寿都町,ﾎｯｶｲﾄﾞｳ,ｽｯﾂﾁｮｳ,,,1392,,,
1393,北海道,黒松内町,ﾎｯｶｲﾄﾞｳ,ｸﾛﾏﾂﾅｲﾁｮｳ,,,1393,,,
1394,北海道,蘭越町,ﾎｯｶｲﾄﾞｳ,ﾗﾝｺｼﾁｮｳ,,,1394,,,
1395,北海道,ニセコ町,ﾎｯｶｲﾄﾞｳ,ﾆｾｺﾁｮｳ,,,1395,,,
1396,北海道,真狩村,ﾎｯｶｲﾄﾞｳ,ﾏｯｶﾘﾑﾗ,,,1396,,,
1397,北海道,留寿都村,ﾎｯｶｲﾄﾞｳ,ﾙｽﾂﾑﾗ,,,1397,,,
1398,北海道,喜茂別町,ﾎｯｶｲﾄﾞｳ,ｷﾓﾍﾞﾂﾁｮｳ,,,1398,,,
1399,北海道,京極町,ﾎｯｶｲﾄﾞｳ,ｷｮｳｺﾞｸﾁｮｳ,,,1399,,,
1400,北海道,倶知安町,ﾎｯｶｲﾄﾞｳ,ｸｯﾁｬﾝﾁｮｳ,,,1400,,,
1401,北海道,共和町,ﾎｯｶｲﾄﾞｳ,ｷｮｳﾜﾁｮｳ,,,1401,,,
1402,北海道,岩内町,ﾎｯｶｲﾄﾞｳ,ｲﾜﾅｲﾁｮｳ,,,1402,,,
1403,北海道,泊村,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾘﾑﾗ,,,1403,,,
1404,北海道,神恵内村,ﾎｯｶｲﾄﾞｳ,ｶﾓｴﾅｲﾑﾗ,,,1404,,,
1405,北海道,積丹町,ﾎｯｶｲﾄﾞｳ,ｼｬｺﾀﾝﾁｮｳ,,,1405,,,
1406,北海道,古平町,ﾎｯｶｲﾄﾞｳ,ﾌﾙﾋﾞﾗﾁｮｳ,,,1406,,,
1407,北海道,仁木町,ﾎｯｶｲﾄﾞｳ,ﾆｷﾁｮｳ,,,1407,,,
1408,北海道,余市町,ﾎｯｶｲﾄﾞｳ,ﾖｲﾁﾁｮｳ,,,1408,,,
1409,北海道,赤井川村,ﾎｯｶｲﾄﾞｳ,ｱｶｲｶﾞﾜﾑﾗ,,,1409,,,
1421,北海道,北村,ﾎｯｶｲﾄﾞｳ,ｷﾀﾑﾗ,欠番,H18.3.27,1210,岩見沢市,ｲﾜﾐｻﾞﾜｼ,合併後は岩見沢市
1422,北海道,栗沢町,ﾎｯｶｲﾄﾞｳ,ｸﾘｻﾜﾁｮｳ,欠番,H18.3.27,1210,岩見沢市,ｲﾜﾐｻﾞﾜｼ,合併後は岩見沢市
1423,北海道,南幌町,ﾎｯｶｲﾄﾞｳ,ﾅﾝﾎﾟﾛﾁｮｳ,,,1423,,,
1424,北海道,奈井江町,ﾎｯｶｲﾄﾞｳ,ﾅｲｴﾁｮｳ,,,1424,,,
1425,北海道,上砂川町,ﾎｯｶｲﾄﾞｳ,ｶﾐｽﾅｶﾞﾜﾁｮｳ,,,1425,,,
1427,北海道,由仁町,ﾎｯｶｲﾄﾞｳ,ﾕﾆﾁｮｳ,,,1427,,,
1428,北海道,長沼町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾞﾇﾏﾁｮｳ,,,1428,,,
1429,北海道,栗山町,ﾎｯｶｲﾄﾞｳ,ｸﾘﾔﾏﾁｮｳ,,,1429,,,
1430,北海道,月形町,ﾎｯｶｲﾄﾞｳ,ﾂｷｶﾞﾀﾁｮｳ,,,1430,,,
1431,北海道,浦臼町,ﾎｯｶｲﾄﾞｳ,ｳﾗｳｽﾁｮｳ,,,1431,,,
1432,北海道,新十津川町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾄﾂｶﾜﾁｮｳ,,,1432,,,
1433,北海道,妹背牛町,ﾎｯｶｲﾄﾞｳ,ﾓｾｳｼﾁｮｳ,,,1433,,,
1434,北海道,秩父別町,ﾎｯｶｲﾄﾞｳ,ﾁｯﾌﾟﾍﾞﾂﾁｮｳ,,,1434,,,
1436,北海道,雨竜町,ﾎｯｶｲﾄﾞｳ,ｳﾘｭｳﾁｮｳ,,,1436,,,
1437,北海道,北竜町,ﾎｯｶｲﾄﾞｳ,ﾎｸﾘｭｳﾁｮｳ,,,1437,,,
1438,北海道,沼田町,ﾎｯｶｲﾄﾞｳ,ﾇﾏﾀﾁｮｳ,,,1438,,,
1439,北海道,"幌加内町
（空知支庁）",ﾎｯｶｲﾄﾞｳ,ﾎﾛｶﾅｲﾁｮｳ,欠番,H22.4.1,1472," 幌加内町
（上川総合振興局）",ﾎﾛｶﾅｲﾁｮｳ,北海道における支庁制度改革に伴う所管区域の変更
1452,北海道,鷹栖町,ﾎｯｶｲﾄﾞｳ,ﾀｶｽﾁｮｳ,,,1452,,,
1453,北海道,東神楽町,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼｶｸﾞﾗﾁｮｳ,,,1453,,,
1454,北海道,当麻町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾏﾁｮｳ,,,1454,,,
1455,北海道,比布町,ﾎｯｶｲﾄﾞｳ,ﾋﾟｯﾌﾟﾁｮｳ,,,1455,,,
1456,北海道,愛別町,ﾎｯｶｲﾄﾞｳ,ｱｲﾍﾞﾂﾁｮｳ,,,1456,,,
1457,北海道,上川町,ﾎｯｶｲﾄﾞｳ,ｶﾐｶﾜﾁｮｳ,,,1457,,,
1458,北海道,東川町,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼｶﾜﾁｮｳ,,,1458,,,
1459,北海道,美瑛町,ﾎｯｶｲﾄﾞｳ,ﾋﾞｴｲﾁｮｳ,,,1459,,,
1460,北海道,上富良野町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾌﾗﾉﾁｮｳ,,,1460,,,
1461,北海道,中富良野町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾌﾗﾉﾁｮｳ,,,1461,,,
1462,北海道,南富良野町,ﾎｯｶｲﾄﾞｳ,ﾐﾅﾐﾌﾗﾉﾁｮｳ,,,1462,,,
1463,北海道,占冠村,ﾎｯｶｲﾄﾞｳ,ｼﾑｶｯﾌﾟﾑﾗ,,,1463,,,
1464,北海道,和寒町,ﾎｯｶｲﾄﾞｳ,ﾜｯｻﾑﾁｮｳ,,,1464,,,
1465,北海道,剣淵町,ﾎｯｶｲﾄﾞｳ,ｹﾝﾌﾞﾁﾁｮｳ,,,1465,,,
1466,北海道,朝日町,ﾎｯｶｲﾄﾞｳ,ｱｻﾋﾁｮｳ,欠番,H17.9.1,1220,士別市,ｼﾍﾞﾂｼ,合併後は士別市
1467,北海道,風連町,ﾎｯｶｲﾄﾞｳ,ﾌｳﾚﾝﾁｮｳ,欠番,H18.3.27,1221,名寄市,ﾅﾖﾛｼ,合併後は名寄市
1468,北海道,下川町,ﾎｯｶｲﾄﾞｳ,ｼﾓｶﾜﾁｮｳ,,,1468,,,
1469,北海道,美深町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾌｶﾁｮｳ,,,1469,,,
1470,北海道,音威子府村,ﾎｯｶｲﾄﾞｳ,ｵﾄｲﾈｯﾌﾟﾑﾗ,,,1470,,,
1471,北海道,中川町,ﾎｯｶｲﾄﾞｳ,ﾅｶｶﾞﾜﾁｮｳ,,,1471,,,
1472,北海道,幌加内町,ﾎｯｶｲﾄﾞｳ,ﾎﾛｶﾅｲﾁｮｳ,,,1472,,,
1481,北海道,増毛町,ﾎｯｶｲﾄﾞｳ,ﾏｼｹﾁｮｳ,,,1481,,,
1482,北海道,小平町,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾗﾁｮｳ,,,1482,,,
1483,北海道,苫前町,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾏｴﾁｮｳ,,,1483,,,
1484,北海道,羽幌町,ﾎｯｶｲﾄﾞｳ,ﾊﾎﾞﾛﾁｮｳ,,,1484,,,
1485,北海道,初山別村,ﾎｯｶｲﾄﾞｳ,ｼｮｻﾝﾍﾞﾂﾑﾗ,,,1485,,,
1486,北海道,遠別町,ﾎｯｶｲﾄﾞｳ,ｴﾝﾍﾞﾂﾁｮｳ,,,1486,,,
1487,北海道,天塩町,ﾎｯｶｲﾄﾞｳ,ﾃｼｵﾁｮｳ,,,1487,,,
1488,北海道,"幌延町
（留萌支庁）",ﾎｯｶｲﾄﾞｳ,ﾎﾛﾉﾍﾞﾁｮｳ,欠番,H22.4.1,1520," 幌延町
（宗谷総合振興局）",ﾎﾛﾉﾍﾞﾁｮｳ,北海道における支庁制度改革に伴う所管区域の変更
1511,北海道,猿払村,ﾎｯｶｲﾄﾞｳ,ｻﾙﾌﾂﾑﾗ,,,1511,,,
1512,北海道,浜頓別町,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾄﾝﾍﾞﾂﾁｮｳ,,,1512,,,
1513,北海道,中頓別町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾄﾝﾍﾞﾂﾁｮｳ,,,1513,,,
1514,北海道,枝幸町,ﾎｯｶｲﾄﾞｳ,ｴｻｼﾁｮｳ,,,1514,,,
1515,北海道,歌登町,ﾎｯｶｲﾄﾞｳ,ｳﾀﾉﾎﾞﾘﾁｮｳ,欠番,H18.3.20,1514,枝幸町,ｴｻｼﾁｮｳ,合併後は枝幸町
1516,北海道,豊富町,ﾎｯｶｲﾄﾞｳ,ﾄﾖﾄﾐﾁｮｳ,,,1516,,,
1517,北海道,礼文町,ﾎｯｶｲﾄﾞｳ,ﾚﾌﾞﾝﾁｮｳ,,,1517,,,
1518,北海道,利尻町,ﾎｯｶｲﾄﾞｳ,ﾘｼﾘﾁｮｳ,,,1518,,,
1519,北海道,利尻富士町,ﾎｯｶｲﾄﾞｳ,ﾘｼﾘﾌｼﾞﾁｮｳ,,,1519,,,
1520,北海道,幌延町,ﾎｯｶｲﾄﾞｳ,ﾎﾛﾉﾍﾞﾁｮｳ,,,1520,,,
1541,北海道,東藻琴村,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼﾓｺﾄﾑﾗ,欠番,H18.3.31,1564,大空町,ｵｵｿﾞﾗﾁｮｳ,合併後は大空町
1542,北海道,女満別町,ﾎｯｶｲﾄﾞｳ,ﾒﾏﾝﾍﾞﾂﾁｮｳ,欠番,H18.3.31,1564,大空町,ｵｵｿﾞﾗﾁｮｳ,合併後は大空町
1543,北海道,美幌町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾎﾛﾁｮｳ,,,1543,,,
1544,北海道,津別町,ﾎｯｶｲﾄﾞｳ,ﾂﾍﾞﾂﾁｮｳ,,,1544,,,
1545,北海道,斜里町,ﾎｯｶｲﾄﾞｳ,ｼｬﾘﾁｮｳ,,,1545,,,
1546,北海道,清里町,ﾎｯｶｲﾄﾞｳ,ｷﾖｻﾄﾁｮｳ,,,1546,,,
1547,北海道,小清水町,ﾎｯｶｲﾄﾞｳ,ｺｼﾐｽﾞﾁｮｳ,,,1547,,,
1548,北海道,端野町,ﾎｯｶｲﾄﾞｳ,ﾀﾝﾉﾁｮｳ,欠番,H18.3.5,1208,北見市,ｷﾀﾐｼ,合併後は北見市
1549,北海道,訓子府町,ﾎｯｶｲﾄﾞｳ,ｸﾝﾈｯﾌﾟﾁｮｳ,,,1549,,,
1550,北海道,置戸町,ﾎｯｶｲﾄﾞｳ,ｵｹﾄﾁｮｳ,,,1550,,,
1551,北海道,留辺蘂町,ﾎｯｶｲﾄﾞｳ,ﾙﾍﾞｼﾍﾞﾁｮｳ,欠番,H18.3.5,1208,北見市,ｷﾀﾐｼ,合併後は北見市
1552,北海道,佐呂間町,ﾎｯｶｲﾄﾞｳ,ｻﾛﾏﾁｮｳ,,,1552,,,
1553,北海道,常呂町,ﾎｯｶｲﾄﾞｳ,ﾄｺﾛﾁｮｳ,欠番,H18.3.5,1208,北見市,ｷﾀﾐｼ,合併後は北見市
1554,北海道,生田原町,ﾎｯｶｲﾄﾞｳ,ｲｸﾀﾊﾗﾁｮｳ,欠番,H17.10.1,1555,遠軽町,ｴﾝｶﾞﾙﾁｮｳ,合併後は遠軽町
1555,北海道,遠軽町,ﾎｯｶｲﾄﾞｳ,ｴﾝｶﾞﾙﾁｮｳ,,,1555,,,
1556,北海道,丸瀬布町,ﾎｯｶｲﾄﾞｳ,ﾏﾙｾｯﾌﾟﾁｮｳ,欠番,H17.10.1,1555,遠軽町,ｴﾝｶﾞﾙﾁｮｳ,合併後は遠軽町
1557,北海道,白滝村,ﾎｯｶｲﾄﾞｳ,ｼﾗﾀｷﾑﾗ,欠番,H17.10.1,1555,遠軽町,ｴﾝｶﾞﾙﾁｮｳ,合併後は遠軽町
1558,北海道,上湧別町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾕｳﾍﾞﾂﾁｮｳ,欠番,H21.10.5,1559,湧別町,ﾕｳﾍﾞﾂﾁｮｳ,合併後は湧別町
1559,北海道,湧別町,ﾎｯｶｲﾄﾞｳ,ﾕｳﾍﾞﾂﾁｮｳ,,,1559,,,
1560,北海道,滝上町,ﾎｯｶｲﾄﾞｳ,ﾀｷﾉｳｴﾁｮｳ,,,1560,,,
1561,北海道,興部町,ﾎｯｶｲﾄﾞｳ,ｵｺｯﾍﾟﾁｮｳ,,,1561,,,
1562,北海道,西興部村,ﾎｯｶｲﾄﾞｳ,ﾆｼｵｺｯﾍﾟﾑﾗ,,,1562,,,
1563,北海道,雄武町,ﾎｯｶｲﾄﾞｳ,ｵｳﾑﾁｮｳ,,,1563,,,
1564,北海道,大空町,ﾎｯｶｲﾄﾞｳ,ｵｵｿﾞﾗﾁｮｳ,,,1564,,,
1571,北海道,豊浦町,ﾎｯｶｲﾄﾞｳ,ﾄﾖｳﾗﾁｮｳ,,,1571,,,
1572,北海道,虻田町,ﾎｯｶｲﾄﾞｳ,ｱﾌﾞﾀﾁｮｳ,欠番,H18.3.27,1584,洞爺湖町,ﾄｳﾔｺﾁｮｳ,合併後は洞爺湖町
1573,北海道,洞爺村,ﾎｯｶｲﾄﾞｳ,ﾄｳﾔﾑﾗ,欠番,H18.3.27,1584,洞爺湖町,ﾄｳﾔｺﾁｮｳ,合併後は洞爺湖町
1574,北海道,大滝村,ﾎｯｶｲﾄﾞｳ,ｵｵﾀｷﾑﾗ,欠番,H18.3.1,1233,伊達市,ﾀﾞﾃｼ,合併後は伊達市
1575,北海道,壮瞥町,ﾎｯｶｲﾄﾞｳ,ｿｳﾍﾞﾂﾁｮｳ,,,1575,,,
1578,北海道,白老町,ﾎｯｶｲﾄﾞｳ,ｼﾗｵｲﾁｮｳ,,,1578,,,
1579,北海道,早来町,ﾎｯｶｲﾄﾞｳ,ﾊﾔｷﾀﾁｮｳ,欠番,H18.3.27,1585,安平町,ｱﾋﾞﾗﾁｮｳ,合併後は安平町
1580,北海道,追分町,ﾎｯｶｲﾄﾞｳ,ｵｲﾜｹﾁｮｳ,欠番,H18.3.27,1585,安平町,ｱﾋﾞﾗﾁｮｳ,合併後は安平町
1581,北海道,厚真町,ﾎｯｶｲﾄﾞｳ,ｱﾂﾏﾁｮｳ,,,1581,,,
1582,北海道,鵡川町,ﾎｯｶｲﾄﾞｳ,ﾑｶﾜﾁｮｳ,欠番,H18.3.27,1586,むかわ町,ﾑｶﾜﾁｮｳ,合併後はむかわ町
1583,北海道,穂別町,ﾎｯｶｲﾄﾞｳ,ﾎﾍﾞﾂﾁｮｳ,欠番,H18.3.27,1586,むかわ町,ﾑｶﾜﾁｮｳ,合併後はむかわ町
1584,北海道,洞爺湖町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾔｺﾁｮｳ,,,1584,,,
1585,北海道,安平町,ﾎｯｶｲﾄﾞｳ,ｱﾋﾞﾗﾁｮｳ,,,1585,,,
1586,北海道,むかわ町,ﾎｯｶｲﾄﾞｳ,ﾑｶﾜﾁｮｳ,,,1586,,,
1601,北海道,日高町,ﾎｯｶｲﾄﾞｳ,ﾋﾀﾞｶﾁｮｳ,,,1601,,,
1602,北海道,平取町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾗﾄﾘﾁｮｳ,,,1602,,,
1603,北海道,門別町,ﾎｯｶｲﾄﾞｳ,ﾓﾝﾍﾞﾂﾁｮｳ,欠番,H18.3.1,1601,日高町,ﾋﾀﾞｶﾁｮｳ,合併後は日高町
1604,北海道,新冠町,ﾎｯｶｲﾄﾞｳ,ﾆｲｶｯﾌﾟﾁｮｳ,,,1604,,,
1605,北海道,静内町,ﾎｯｶｲﾄﾞｳ,ｼｽﾞﾅｲﾁｮｳ,欠番,H18.3.31,1610,新ひだか町,ｼﾝﾋﾀﾞｶﾁｮｳ,合併後は新ひだか町
1606,北海道,三石町,ﾎｯｶｲﾄﾞｳ,ﾐﾂｲｼﾁｮｳ,欠番,H18.3.31,1610,新ひだか町,ｼﾝﾋﾀﾞｶﾁｮｳ,合併後は新ひだか町
1607,北海道,浦河町,ﾎｯｶｲﾄﾞｳ,ｳﾗｶﾜﾁｮｳ,,,1607,,,
1608,北海道,様似町,ﾎｯｶｲﾄﾞｳ,ｻﾏﾆﾁｮｳ,,,1608,,,
1609,北海道,えりも町,ﾎｯｶｲﾄﾞｳ,ｴﾘﾓﾁｮｳ,,,1609,,,
1610,北海道,新ひだか町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾋﾀﾞｶﾁｮｳ,,,1610,,,
1631,北海道,音更町,ﾎｯｶｲﾄﾞｳ,ｵﾄﾌｹﾁｮｳ,,,1631,,,
1632,北海道,士幌町,ﾎｯｶｲﾄﾞｳ,ｼﾎﾛﾁｮｳ,,,1632,,,
1633,北海道,上士幌町,ﾎｯｶｲﾄﾞｳ,ｶﾐｼﾎﾛﾁｮｳ,,,1633,,,
1634,北海道,鹿追町,ﾎｯｶｲﾄﾞｳ,ｼｶｵｲﾁｮｳ,,,1634,,,
1635,北海道,新得町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾄｸﾁｮｳ,,,1635,,,
1636,北海道,清水町,ﾎｯｶｲﾄﾞｳ,ｼﾐｽﾞﾁｮｳ,,,1636,,,
1637,北海道,芽室町,ﾎｯｶｲﾄﾞｳ,ﾒﾑﾛﾁｮｳ,,,1637,,,
